"IDRSSD"	RCONG554	RCONG555	RCONG556	RCONG557	RCONG558	RCONG559	RCONG560	RCONG561	RCONG562	RCONG563	RCONG564	RCONG565	RCONG566	RCONG567	RCONG568	RCONG569	RCONG570	RCONG571	RCONG572	RCONG573	RCONG574	RCONG575	RCONG576	RCONG577	RCONG578	RCONG579	RCONG580	RCONG581	RCONG582	RCONG583	RCONG584	RCONG585	RCONG586	RCONG587	RCONG588	RCONG589	RCONG590	RCONG804	RCONG805	RCONG806	RCONG807	RCONG808	RCONG809	RCONHT87	RCONHT88	RCONHT89	RCONHT91	RCONHT92	RCONHT93	RCONJA36	TEXTG546	TEXTG551	TEXTG556	TEXTG561	TEXTG571	TEXTG576	TEXTG581	TEXTG586	
1669																																																											
1856																																																											
2161																																																											
2732																																																											
2750																																																											
3252																																																											
3458																																																											
3720																																																											
3971																																																											
4156																																																											
4231																																																											
5069																																																											
5135																																																											
5210																																																											
5461																																																											
5751																																																											
6039																																																											
6329																																						0	0	0	0	0	0	0	0	0	0	0	0	178550									
7009																																																											
7045																																																											
7072																																																											
7456																																																											
7634																																																											
8462																																																											
8631																																																											
9357																																																											
9553																																																											
9807	39120																																					0	0	0	0	0	0	0	0	0	0	0	0	355889	SEPARATE ACCOUNT BANK OWNED LIFE INSURANCE	GENERAL ACCOUNT BANK OWNED LIFE INSURANCE							
9955																																																											
10250																																																											
10849																																																											
11145			911			911																																0	0	0	0	0	0	0	0	0	0	0	0	125681			SWAP						
11640																																																											
11837																																																											
12030																																																											
12142																																																											
12311																																																											
12647																																																											
12946																																																											
13103																																						0	0	0	0	0	0	0	0	0	0	0	0	399886									
13251																																																											
13457																																																											
14155																																																											
14650																																																											
14753																																																											
14865																																																											
14977																																																											
16551																																																											
17110																																																											
17147	0	0	0	0	0	0	0	0	0	0	0	0	89437	0	0	89437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89437	0	0	89437	0	0	0	0	0	0	0	1620209									
17259																																																											
17950																																																											
17978																																																											
18050																																																											
18827																																																											
18836																																																											
18854																																																											
19356																																																											
19936																																																											
19972																																																											
20053																																																											
20633																																																											
20857																																																											
21256																																																											
21359																																																											
21658																																																											
22048																																																											
22543																																																											
22552																																																											
22730																																																											
23456																																																											
23504													2157			2157																						0	2157	0	0	2157	0	0	0	0	0	0	0	858919									
23643																																																											
23755																																																											
24006																																																											
24378																																																											
24659																																																											
24949																																																											
25357																																																											
25647																																																											
26765																																																											
27070																																																											
27614																																																											
27847																																																											
28013																																						0	0	0	0	0	0	0	0	0	0	0	0	1076778									
28152																																																											
28675																																																											
28732																																																											
29476																																																											
29636																																																											
29878																																						0	0	0	0	0	0	0	0	0	0	0	0	41627									
30052																																																											
30502																																																											
30810																																																											
31134																																																											
31255																																						0	0	0	0	0	0	0	0	0	0	0	0	159808									
31657																																																											
31826																																																											
31835																																																											
32234																																																											
32766																																																											
32971																																																											
33147																																																											
33259																																																											
33370																																																											
33839																																																											
33857																																						0	0	0	0	0	0	0	0	0	0	0	0	90898									
34434																																																											
34537													30038			30038																						0	30038	0	0	30038	0	4138	0	0	4057	0	0	1962969									
34555																																																											
34742																																																											
35057																																						1211	0	0	0	0	0	0	0	0	0	0	0	13283									
35301																																																											
35646																																																											
35879																																																											
36456																																																											
36933																																																											
37051																																																											
37341																																																											
37435																																																											
37640													8294			8294																						0	8294	0	0	8294	0	10325	0	0	10325	0	0	1535274									
37659																																																											
37949																																																											
38740																																																											
39327																																																											
39756																																						0	0	0	0	0	0	0	0	0	0	0	0	134610									
40033																																																											
40499													50				50																					449	50	0	0	0	50	16434	0	0	16125	0	0	291008									
40855																																																											
41553																																																											
41629																																																											
41825																																																											
42037																																																											
42354																																																											
42372																																																											
42420		28349											73790			73790																						34531	73790	0	0	73790	0	0	0	0	0	0	0	1023055	BANK STOCK	LIMITED PARTNERSHIP							
42448																																																											
42457																																																											
43052																																																											
43351																																																											
43856																																																											
43959																																																											
44040																																																											
44433																																																											
44741																																																											
44750																																																											
44929																																																											
45038																																																											
45056																																																											
45430																																																											
45458																																																											
45551																																																											
45560																																						0	0	0	0	0	0	0	0	0	0	0	0	698723									
45775																																																											
46053																																																											
46941																																																											
47247													103			103																						0	103	0	0	103	0	14172	0	0	13682	0	0	31235									
47500																																																											
48057																																																											
48150																																																											
48374																																																											
48440																																																											
49054																																																											
49148																																																											
49241																																																											
49652																																																											
49858																																																											
49951																																																											
50144																																																											
50461																																																											
51253																																																											
51356																																																											
51459																																																											
51842																																																											
52719																																																											
52951																																																											
53051																																																											
54058																																																											
54656																																																											
54973																																																											
55336																																																											
55635																																																											
55653																																																											
55970																																																											
56258																																																											
56351																																						0	0	0	0	0	0	0	0	0	0	0	0	448461									
56548																																																											
56717																																																											
57040																																																											
57451																																																											
58225																																																											
58243													64780			64780																						0	64780	0	0	64780	0	0	0	0	0	0	0	226001									
58355																																																											
58551																																																											
58636																																																											
58757																																																											
58971													1044			1044																						0	1044	0	0	1044	0	0	0	0	0	0	0	412433									
59316																																																											
59352																																																											
59370																																																											
59754																																																											
60143																																																											
60330																																						0	0	0	0	0	0	0	0	0	0	0	0	186787									
60545																																																											
60554																																																											
60648																																																											
61122																																						0	0	0	0	0	0	0	0	0	0	0	0	81841									
61355																																																											
61476																																																											
61757																																																											
61832																																																											
61953																																																											
62044																																																											
62110																																																											
62147																																																											
63050																																																											
63069																																																											
63201																																																											
63573																																																											
63733																																																											
64150																																																											
64552																																						0	0	0	0	0	0	0	0	0	0	0	0	25298									
64730																																																											
65205																																																											
65559																																						0	0	0	0	0	0	0	0	0	0	0	0	435538									
65858																																																											
66154																																																											
66275																																																											
67142																																																											
67151																																																											
67209																																																											
67254																																																											
67656																																						0	0	0	0	0	0	0	0	0	0	0	0	125215									
67870																																																											
68671																																																											
68756																																						0	0	0	0	0	0	0	0	0	0	0	0	153436	Fixed Rate Certificates of Deposit								
68831																																																											
69333																																						0	0	0	0	0	0	0	0	0	0	0	0	218662									
69678																																																											
70218																																																											
70414																																																											
70638																																																											
70955																																																											
71073																																																											
71457																																																											
71859																																																											
72258																																																											
72351																																																											
72454																																																											
72678																																																											
73116																																																											
73152																																																											
73554																																																											
73956																																																											
74056																																																											
74140																																						0	0	0	0	0	0	0	0	0	0	0	0	517585									
74403																																						0	0	0	0	0	0	0	0	0	0	0	0	122281									
74449																																																											
75259																																																											
75446																																																											
75455																																																											
75633																																																			CRA LP Investment								
75651																																																											
76153																																																											
76443																																																											
76854																																																											
77150																																																											
77253																																																											
77422																																																											
77851																																																											
78157																																																											
78241																																																											
78559																																																											
79042																																																											
79127																																																											
79145																																																											
79257																																																											
79855																																																											
80150																																																											
80374																																																											
80431																																																											
81175																																																											
82033																																																											
82257																																																											
82350																																																											
83151																																																											
83375																																																											
83638																																																											
83834																																																											
83852																																																											
83955																																																											
84046																																																											
84541																																																											
85052																																																											
85472																																						0	0	0	0	0	0							0									
85931																																																											
86349																																																											
86675																																																											
87047																																																											
87234																																																											
87476																																																											
87579																																																											
88231																																																											
88259																																																											
88352																																																											
88455																																																											
89032																																																											
89135																																																											
89854																																																											
89957																																																											
90047																																																											
90177																																																											
90328																																																											
90337																																						0	0	0	0	0	0	0	0	0	0	0	0	40408									
90579																																																											
91615																																																											
91754																																																											
91950																																																											
92144																																																											
92676																																																											
92706																																																											
92902																																																											
93244																																																											
93543																																																											
93619																																																											
94139																																																											
94522																																																											
94755																																																											
94858																																																											
95051																																																											
95677																																																											
96553																																																											
97055																																																											
97279																																																											
97457																																																											
97804																																																											
97943																																																											
98351																																																											
98463																																																											
98717																																																											
99143																																																											
99376													11861			11861																						47	11861	0	0	11861	0	0	29794	0	0	28350	0	354770	Noncertificated Interest-only strips								
99442																																																											
99536																																																											
99853																																																											
100236																																																											
100357																																																											
100562																																						6697	0	0	0	0	0	0	0	0	0	0	0	2076494									
100777																																																											
100843																																																											
101037																																																											
101439																																																											
101671																																						0	0	0	0	0	0	0	0	0	0	0	0	268826									
101738																																																											
101952																																																											
102333																																																											
102342																																																											
102557																																																											
102874																																																											
103134																																																											
104234																																																											
104542																																																											
104971																																																											
105026																																																											
105473																																																											
105530																																																											
106359																																						0	0	0	0	0	0	0	0	0	0	0	0	678632									
106452																																																											
106676																																																											
107244																																						0	0	0	0	0	0	0	0	0	0	0	0	3072391									
107570																																																											
107758																																																											
108072																																																											
108269																																																											
108652																																																											
108746																																																											
108951																																																											
109136																																																											
109154																																																											
109453																																																											
109574																																																											
109659																																																											
110413																																						0	0	0	0	0	0	0	0	0	0	0	0	310863									
110936																																																											
110945																																																											
110972																																																											
111157																																																											
111205																																																											
111942																																																											
111979																																																											
112163																																						661	0	0	0	0	0	0	0	0	0	0	0	228787	CASH SURRENDER VALUE OF LIFE INSURANCE								
112332																																																											
112510																																																											
112556																																																											
112837																																																											
113003																																																											
113030																																																											
113441																																																											
113601																																																											
113740																																						0	0	0	0	0	0	0	0	0	0	0	0	230154									
114149																																																											
114260																																						0	0	0	0	0	0	0	0	0	0	0	0	2504035									
114457																																																											
114774																																																											
114840																																																											
114859																																																											
115146																																																											
115575																																																											
116358																																																											
116554																																																											
116741																																																											
117038																																																											
117074																																																											
117458																																																											
117775																																																											
118156																																																											
118660																																																											
118736																																																											
119153																																																											
119779																																						0	0	0	0	0	0	0	0	0	0	0	0	3393									
119872																																																											
120476																																																											
120542																																																											
120609																																																											
120953																																																											
121642																																						0	0	0	0	0	0	0	0	0	0	0	0	888504									
121651																																																											
121914																																																											
122153																																																											
122546																																																											
122854													19629			19629																						0	19629	0	0	19629	0	12372	0	0	12205	0	0	1543247									
123075																																																											
123374																																																											
124344																																																											
124830																																																											
125154																																																											
125855																																																											
125873																																																											
126012																																																											
126049																																																											
126375																																																											
126553																																																											
126834																																																											
127055																																																											
127224																																																											
128258																																																											
128904													74025			74025																						0	74025	0	0	74025	0	0	0	0	0	0	0	4287585	Rabbi Trust investments								
129349																																																											
129358																																																											
129732													582			582																						20992	582	0	0	582	0	0	0	0	0	0	0	1388282									
129853																																																											
129910																																																											
130345																																																											
130541																																						0	0	0	0	0	0	0	0	0	0	0	0	534479									
131436																																																											
131717																																																											
131940																																																											
132107																																																											
132451																																																											
132778																																																											
132938																																																											
133579																																																											
133850																																																											
133971																																																											
134156																																																											
134437																																																											
134455																																																											
134848																																																											
135836																																																											
135854																																																											
136048																																																											
136338																																																											
136655																																																											
137205																																																											
137447																																																											
137456																																																											
137559																																																											
137643																																																											
137652													273				273																					42688	273	0	0	0	273	58058	0	0	56211	0	0	45									
137915																																						364625	0	0	0	0	0	0	0	0	0	0	0	429614	Equity securities without readily determinable FV which are not traded								
138051																																																											
138257																																																											
138556																																																											
139133																																																											
139478																																																											
139553																																																											
139656													3910	1503	5413																							0	3910	1503	5413	0	0	0	0	0	0	0	0	1089139									
139740																																																											
139843													146			146																						0	146	0	0	146	0	0	0	0	0	0	0	587351									
140157																																																											
140362	10011		979		979													10011			10011																	0	10011	0	0	10011	0	0	0	0	0	0	0	581667	Precious metals	SWAP derivative MTM	CRA equity investment		SWAP derivative MTM				
140634																																																											
141350																																																											
141556																																																											
141677																																																											
141958																																																											
142049																																																											
142179																																																											
142955																																																											
143372																																																											
143662													312489			312489																						110460	312489	0	0	312489	0	315007	0	0	361361	0	0	8679043									
143859																																																											
143952																																																											
144034																																																											
144052																																																											
144155																																																											
144678																																																											
144856																																																											
144913																																																											
145059																																																											
145545																																																											
145554																																																											
145741																																																											
145844																																																											
146056																																																											
146663																																																											
147651																																																											
147679																																																											
147857																																																											
147923																																																											
148171																																																											
148238																																																											
148340																																																											
148470																																																											
148715																																																											
148920																																																											
149150																																																											
150035																		4884			4884																	0	5938	0	0	5938	0	0	0	0	0	0	0	669552	Bank Owned Life Insurance				Deferred Compensation Plans				
150044																																																											
150727																																																											
151546																																																											
151957																																																											
152057																																																											
152253																																																											
152440																																																											
153054																																																											
153353																																																											
154154																																																											
154770																																																											
155759																																																											
156457																																																											
156970																																																											
157155																																																											
157379																																																											
157650																																																											
157744																																																											
157856																																																											
158376																																																											
158741																																																											
159636																																						0	0	0	0	0	0	4324	0	0	4324	0	0	857010									
159645																																																											
159953																																																											
159971																																																											
160360																																																											
160454																																																											
160959																																						0	0	0	0	0	0	0	0	0	0	0	0	383798									
161273																																																											
161602																																																											
162337																																																											
163343																																																											
163549													2840			2840																						0	2840	0	0	2840	0	0	0	0	0	0	0	344731									
163857																																																											
164153																																																											
164331																																																											
164377																																																											
164957																																																											
164975																																																											
165628													247	293742		293989																						0	247	293742	0	293989	0	0	0	0	0	0	0	2860903									
165758																																																											
166111																																																											
166531																																																											
166652																																						0	0	0	0	0	0	0	0	0	0	0	0	101038									
166849																																																											
167453																																																											
167752																																																											
168357																																																											
168571																																																											
169354																																																											
169653													17913			17913																						0	17913	0	0	17913	0	12134	0	0	11871	0	0	1230746									
169756																																																											
170257																																																											
170275																																																											
170332																																																											
171133																																																											
171656																																																											
171759																																																											
171768																																																											
172251																																																											
172457																																																											
172475																																																											
172859																																																											
173306																																																											
173342																																																											
173557																																																											
173575																																						0	0	0	0	0	0	0	0	0	0	0	0	274673									
173641																																																											
173959																																																											
174321																																																											
174367																																																											
174572													15963			15963																						0	15963	0	0	15963	0	0	0	0	0	0	0	1111315									
175056																																																											
175140																																																											
175458																																																											
175609																																																											
176101																																						0	0	0	0	0	0	0	0	0	0	0	0	476077									
176325																																																											
176437																																																											
176464																																																											
